ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Temperature(K),Substrate?
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,924,93,0.001291649,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,796,274,0.003805503,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,964,66,0.000916654,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,716,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,838,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,987,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,864,13,0.000180553,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,757,31,0.00043055,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,769,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,760,88,0.001222205,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,737,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,709,22,0.000305551,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,807,6,8.33E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,741,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,925,1041,0.014458133,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,942,24,0.000333329,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,949,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,774,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,900,34,0.000472216,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,763,10,0.000138887,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,822,46,0.00063888,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,CDL2,806,114,0.001583311,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,CDL2,726,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,CDL2,791,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,CDL2,844,248,0.003444397,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,917,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,811,1130,0.015694226,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,824,19,0.000263885,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,947,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPG,993,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,955,64,0.000888877,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,840,36,0.000499993,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,784,16,0.000222219,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,848,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,799,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,963,44,0.000611103,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,722,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,736,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,829,147,0.002041638,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,880,152,0.002111082,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,939,286,0.003972167,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,970,45,0.000624991,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,965,15,0.00020833,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,756,50,0.000694435,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,992,6,8.33E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,724,36,0.000499993,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,879,16,0.000222219,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,777,26,0.000361106,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,802,262,0.003638838,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,865,85,0.001180539,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,952,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,752,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,863,1032,0.014333134,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,715,38,0.00052777,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,813,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,22,POPE,718,270,0.003749948,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,SER,24,POPE,796,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,SER,24,POPE,802,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,SER,24,CDL2,806,32,0.000444438,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,950,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,892,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,882,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,846,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,836,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,63,POPE,709,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ARG,66,POPE,736,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,796,24,0.000333329,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,850,123,0.00170831,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,987,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,909,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,788,13,0.000180553,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,953,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,891,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,834,10,0.000138887,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,759,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,812,23,0.00031944,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,950,21,0.000291663,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,742,62,0.000861099,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,985,6,8.33E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,862,38,0.00052777,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,838,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,760,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,789,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,882,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,731,30,0.000416661,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,827,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,872,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,810,233,0.003236066,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,895,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,956,28,0.000388883,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,813,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,709,27,0.000374995,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,757,93,0.001291649,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,821,174,0.002416633,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,932,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,826,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,736,1060,0.014722018,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,837,32,0.000444438,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,929,17,0.000236108,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,782,339,0.004708268,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,874,9,0.000124998,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,833,54,0.00074999,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,726,382,0.005305482,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,982,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,791,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,940,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,728,1883,0.026152415,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,934,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,844,60,0.000833322,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,CDL2,806,1295,0.017985861,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,762,13,0.000180553,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,805,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,925,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,964,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,767,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,718,81,0.001124984,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,867,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,727,29,0.000402772,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,843,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,748,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,885,25,0.000347217,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,911,17,0.000236108,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,824,68,0.000944431,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,958,42,0.000583325,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,947,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,900,26,0.000361106,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,991,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,876,103,0.001430536,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPG,816,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,802,42,0.000583325,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,864,180,0.002499965,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,889,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,804,324,0.004499938,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,836,103,0.001430536,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,955,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,769,29,0.000402772,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,840,36,0.000499993,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,724,165,0.002291635,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,832,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,963,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,852,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,939,15,0.00020833,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,803,60,0.000833322,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,935,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,807,37,0.000513882,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,915,34,0.000472216,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,747,87,0.001208317,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,786,43,0.000597214,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,732,98,0.001361092,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,755,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,892,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,847,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,866,288,0.003999944,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,957,31,0.00043055,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,936,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,842,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,766,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,879,50,0.000694435,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,744,77,0.00106943,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,992,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,743,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,750,24,0.000333329,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,893,34,0.000472216,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,753,71,0.000986097,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,765,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,887,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,930,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,855,223,0.003097179,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,715,14,0.000194442,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,790,9,0.000124998,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,799,10,0.000138887,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,793,9,0.000124998,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,713,19,0.000263885,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,860,29,0.000402772,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,907,120,0.001666644,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,ASN,68,POPE,841,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,952,537,0.00745823,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,838,53,0.000736101,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,834,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPG,942,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPG,763,9,0.000124998,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,CDL2,806,1908,0.026499632,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,CDL2,726,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPG,900,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPG,823,1148,0.015944223,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,963,7,9.72E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,939,1065,0.014791461,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,716,197,0.002736073,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,863,2849,0.039568895,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,THR,87,POPE,829,28,0.000388883,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,990,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,796,69,0.00095832,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,924,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,736,114,0.001583311,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,724,37,0.000513882,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,964,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,925,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,952,15,0.00020833,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,834,23,0.00031944,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,745,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,838,13,0.000180553,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,967,4,5.56E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,757,77,0.00106943,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,827,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,760,19,0.000263885,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,836,11,0.000152776,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,821,21,0.000291663,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,956,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,709,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,877,24,0.000333329,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,942,101,0.001402758,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,825,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,837,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,763,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,874,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,782,81,0.001124984,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,833,16,0.000222219,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,949,81,0.001124984,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,726,909,0.012624825,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,728,1243,0.017263649,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,791,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,940,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,844,55,0.000763878,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,CDL2,806,561,0.007791558,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,730,30,0.000416661,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,718,42,0.000583325,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,767,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,923,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,811,12,0.000166664,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,890,1,1.39E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,824,26,0.000361106,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,958,5,6.94E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,947,28,0.000388883,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,900,82,0.001138873,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,823,184,0.00255552,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,929,2,2.78E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,876,24,0.000333329,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPG,993,11,0.000152776,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,840,15,0.00020833,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,866,16,0.000222219,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,769,44,0.000611103,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,957,3,4.17E-05,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,955,8,0.00011111,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,810,56,0.000777767,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,963,10,0.000138887,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,829,82,0.001138873,303.15,Yes
HlyB Closed Coarse Grain Repeat,A,LYS,88,POPE,804,43,0.000597214,303.15,Yes
